id,algorithm,algorithm_family,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,env_mod_attack,env_mod_decay,env_mod_sustain,env_mod_release,env_car_attack,env_car_decay,env_car_sustain,env_car_release,algorithm_idx,ratio_log2_head,freq_log2_head
524,series3,series,763.4641,0.5,3.4318,0.5648,2.833,0.2259,1.7281,0.597,0.1339,0.3477,0.3856,0.0946,0.0021,0.136,0.1843,0.093,0.005,0.093,0.4915,0.2211,2,-1.0,9.576417
2587,parallel5,parallel,68.2491,0.2,4.0681,4.763,0.4414,0.7309,0.283,-0.6577,0.1488,2.118,3.3318,0.0397,0.0105,0.0411,0.0976,0.0271,0.1559,0.2742,0.7738,0.4324,0,-2.321928,6.092738
833,parallel5,parallel,367.1203,0.2,0.3314,1.0495,2.3757,0.4755,1.2179,2.6147,0.0928,0.0419,3.2187,0.0326,0.0022,0.1416,0.1715,0.0577,0.0077,0.1379,0.6452,0.0626,0,-2.321928,8.520109
1944,parallel5,parallel,322.2591,0.3333,2.2992,0.5076,4.1369,3.9783,1.9426,-2.6895,0.1583,0.5128,2.7607,0.1729,0.0023,0.1145,0.1502,0.031,0.0299,0.0717,0.6407,0.2273,0,-1.5851068,8.332077
340,series3_parallel2,series,256.733,0.1667,3.7448,2.4764,0.1744,1.7622,2.158,0.2201,0.1506,0.7656,0.564,0.2171,0.0017,0.0416,0.0807,0.0173,0.0255,0.1415,0.8047,0.1665,3,-2.584674,8.004125
591,parallel5,parallel,350.2039,0.1667,1.6985,2.8357,0.3994,1.5473,3.9671,1.6427,0.007,2.706,0.7582,0.2474,0.0036,0.029,0.1449,0.0347,0.0137,0.0852,0.7904,0.1473,0,-2.584674,8.452051
226,series2x2_parallel1,parallel,272.8717,0.3333,5.4126,1.0712,3.4023,1.5094,3.9718,-0.3322,0.1676,3.6154,6.5762,0.1006,0.0029,0.0659,0.1673,0.0409,0.0035,0.1115,0.3731,0.0211,1,-1.5851068,8.092079
2503,series3,series,86.3067,0.1667,3.0147,1.8283,3.4095,1.5807,2.2203,-0.6119,0.0841,2.1128,3.5621,0.2275,0.0016,0.0574,0.0515,0.0962,0.0077,0.1073,0.2843,0.0889,2,-2.584674,6.431401
3069,series3,series,325.4451,0.2,1.211,2.434,0.3016,3.2537,4.0769,1.6937,0.1722,3.9499,3.0924,0.0374,0.008,0.1032,0.5745,0.0422,0.0057,0.0445,0.252,0.1173,2,-2.321928,8.346271
2719,series3,series,144.9102,2.0,3.8111,1.4502,1.1938,3.6203,1.8597,-2.3688,0.103,0.997,6.2814,0.1834,0.0033,0.0799,0.1576,0.0603,0.0133,0.2586,0.8227,0.0803,2,1.0,7.179015
277,series2x2_parallel1,parallel,331.3382,0.6667,0.7746,3.0297,0.8267,0.6448,3.2508,2.7136,0.0463,1.8906,0.8202,0.2393,0.0037,0.1005,0.2775,0.0575,0.0092,0.1214,0.4792,0.1938,1,-0.58489037,8.372161
2732,series3,series,629.5153,4.0,5.195,0.3249,1.5565,2.6783,0.9461,2.2072,0.1188,2.9943,7.3054,0.2103,0.0399,0.0905,0.8081,0.1035,0.0032,0.1359,0.0569,0.024,2,2.0,9.298098
2883,series2x2_parallel1,parallel,743.2112,0.3333,1.9891,3.6035,0.3258,1.2808,1.1959,0.1672,0.0197,1.1129,1.9214,0.1997,0.0022,0.0342,0.07,0.0478,0.0066,0.1359,0.4837,0.2736,1,-1.5851068,9.537628
3519,series2x2_parallel1,parallel,293.3102,4.0,3.5316,3.0933,0.1557,0.7175,3.2744,2.5754,0.0225,0.6647,7.0917,0.1066,0.0017,0.1047,0.1233,0.1125,0.0132,0.169,0.3237,0.0698,1,2.0,8.196283
1286,series3,series,163.7592,0.5,0.9746,2.8283,0.9589,2.431,0.696,2.4976,0.1134,2.5857,0.8934,0.227,0.0025,0.0489,0.0913,0.0157,0.007,0.082,0.2753,0.033,2,-1.0,7.355432
398,series3_parallel2,series,239.0605,0.1667,3.691,0.5309,0.2923,2.7928,4.4739,1.6526,0.1722,3.8747,3.0113,0.1468,0.0685,0.1472,0.7432,0.229,0.0222,0.2556,0.5387,0.1264,3,-2.584674,7.901232
2283,series2x2_parallel1,parallel,423.703,0.25,3.3007,5.2936,3.7058,0.4203,4.2082,-1.6073,0.054,1.9281,0.0464,0.166,0.009,0.2004,0.3921,0.1247,0.1115,0.0936,0.8574,0.1357,1,-2.0,8.72691
329,parallel5,parallel,225.0579,1.5,0.6853,0.4846,1.8382,1.7528,0.646,-0.2803,0.0122,3.3628,2.4941,0.0364,0.0025,0.1213,0.1677,0.0343,0.0961,0.0948,0.7771,0.1018,0,0.5849625,7.8141522
461,series3_parallel2,series,720.6012,0.6667,3.4516,0.4474,1.4691,1.4757,4.0057,-2.8998,0.1557,1.0906,2.255,0.1457,0.0017,0.0836,0.0996,0.0708,0.0718,0.0812,0.8889,0.3122,3,-0.58489037,9.493057
207,series2x2_parallel1,parallel,268.3698,0.3333,1.9732,0.6523,2.0887,1.1677,1.4318,-0.8972,0.0824,3.4059,7.2637,0.1086,0.0064,0.0422,0.0495,0.0425,0.0072,0.0481,0.0599,0.0598,1,-1.5851068,8.068079
1734,parallel5,parallel,573.3274,1.5,0.324,0.6886,0.5268,4.9092,4.5182,1.6289,0.1109,1.7439,6.1525,0.0995,0.0184,0.1775,0.5707,0.0857,0.0133,0.0828,0.6208,0.3003,0,0.5849625,9.163216
2586,series3_parallel2,series,191.264,0.5,4.2243,0.3731,0.6497,4.6286,1.6619,-0.5344,0.1324,3.0555,6.9696,0.1022,0.0948,0.0726,0.6983,0.2469,0.0205,0.1272,0.5443,0.2899,3,-1.0,7.5794215
1271,series2x2_parallel1,parallel,782.6287,4.0,1.5134,3.3087,4.7397,1.3893,3.0334,2.9471,0.1647,1.4686,7.4386,0.1027,0.0056,0.0599,0.2084,0.0554,0.0016,0.162,0.4063,0.217,1,2.0,9.612185
934,series3_parallel2,series,304.3383,1.5,0.2725,1.918,0.8373,2.3629,4.1809,2.5908,0.0196,0.8768,6.8501,0.0623,0.0116,0.0577,0.3491,0.0432,0.0042,0.1223,0.2786,0.0245,3,0.5849625,8.249532
3666,parallel5,parallel,744.2664,1.0,2.8188,1.2276,0.4727,1.7482,1.9983,-2.2123,0.042,1.3757,5.7837,0.2016,0.0025,0.1367,0.3245,0.0416,0.0016,0.0673,0.3274,0.0418,0,0.0,9.539676
2463,series2x2_parallel1,parallel,228.2385,0.6667,1.9928,1.3051,5.0114,0.486,2.5071,-2.6603,0.0171,0.4844,5.3799,0.0816,0.0048,0.1035,0.2395,0.035,0.0107,0.0668,0.4607,0.0814,1,-0.58489037,7.8343983
1433,series2x2_parallel1,parallel,712.2598,0.125,2.2571,2.5814,2.0861,0.7065,5.4218,-2.2236,0.0784,3.3078,4.9441,0.1172,0.0127,0.1039,0.6459,0.0642,0.0059,0.2233,0.6524,0.0497,1,-3.0,9.47626
3409,series3,series,150.8621,0.25,2.1241,0.9522,2.7778,3.9816,3.9615,-2.6449,0.0435,2.9921,4.5332,0.0096,0.006,0.0778,0.1123,0.0167,0.0809,0.1383,0.8756,0.1993,2,-2.0,7.237087
1897,series3_parallel2,series,94.4579,0.25,2.1012,5.6339,3.5823,4.9847,0.4673,-0.6323,0.1177,3.6423,7.7867,0.1,0.002,0.053,0.0633,0.0631,0.0043,0.059,0.4133,0.0798,3,-2.0,6.5615997
1380,series3,series,83.0921,1.5,1.5139,5.2609,0.5117,4.6618,3.6194,-1.7667,0.1188,2.9911,5.4432,0.1292,0.0275,0.0694,0.5734,0.1009,0.0067,0.0734,0.4292,0.0656,2,0.5849625,6.3766394
544,series3_parallel2,series,102.5922,0.1667,5.3098,1.5029,2.6146,0.1515,3.6231,-0.9451,0.1286,3.7654,2.2629,0.1037,0.0103,0.1167,0.7051,0.101,0.0118,0.0801,0.2225,0.047,3,-2.584674,6.680777
3630,series3,series,105.1305,0.3333,3.522,1.4461,4.4206,0.5505,3.5995,1.529,0.002,0.6067,6.7642,0.154,0.0531,0.0622,0.8863,0.118,0.0671,0.2406,0.9413,0.1433,2,-1.5851068,6.7160373
3142,parallel5,parallel,668.9541,0.3333,4.6368,1.9583,3.5492,3.6131,0.7681,-0.5579,0.1578,3.5111,1.6184,0.1683,0.0236,0.0638,0.6178,0.26,0.008,0.0675,0.1859,0.0275,0,-1.5851068,9.385763
2846,series2x2_parallel1,parallel,227.7874,1.0,1.3448,2.4234,0.5287,1.5376,1.771,-1.4604,0.0344,1.1392,6.5029,0.2428,0.0026,0.0846,0.09,0.0242,0.0031,0.026,0.1837,0.1275,1,0.0,7.831544
3160,series2x2_parallel1,parallel,470.118,0.2,0.4716,2.9754,3.4559,4.9814,2.2283,2.8106,0.1201,1.5056,4.331,0.0349,0.01,0.0451,0.2675,0.042,0.0129,0.1053,0.1898,0.1664,1,-2.321928,8.876879
3055,parallel5,parallel,325.7703,0.125,1.8791,0.7546,0.4009,1.2096,1.6732,1.9804,0.1507,3.6596,1.4852,0.1958,0.0257,0.1406,0.6446,0.3348,0.0018,0.1932,0.1015,0.0619,0,-3.0,8.347712
1596,parallel5,parallel,86.0643,0.6667,3.6546,4.5091,0.5193,0.8285,3.1765,-2.1623,0.1654,3.4992,4.8919,0.0472,0.0071,0.0688,0.1969,0.087,0.0342,0.0762,0.5499,0.5216,0,-0.58489037,6.427343
1150,series3,series,217.6533,2.0,0.2143,1.7761,3.3332,1.1907,0.2936,-0.0874,0.0755,0.8726,6.4053,0.2053,0.0016,0.0294,0.1459,0.0806,0.1342,0.1205,0.6618,0.5106,2,1.0,7.765888
56,series3,series,82.5861,0.2,4.1897,5.4978,1.6618,1.0634,2.6948,2.0006,0.0082,1.7405,4.0464,0.0007,0.002,0.148,0.2142,0.02,0.0347,0.086,0.674,0.0644,2,-2.321928,6.367827
3245,series2x2_parallel1,parallel,194.0204,0.5,1.2266,0.4,1.0007,5.3001,3.5666,-1.5971,0.1463,3.5617,4.2787,0.0291,0.0035,0.1141,0.3189,0.0296,0.0311,0.1935,0.3201,0.0506,1,-1.0,7.6000648
819,series3_parallel2,series,364.4767,1.5,1.5815,2.1524,2.1363,1.1634,0.8874,2.7421,0.1156,3.1665,2.7296,0.1077,0.0119,0.0977,0.5849,0.1407,0.002,0.0495,0.1381,0.0209,3,0.5849625,8.509683
1438,series3_parallel2,series,432.9266,0.6667,0.7758,3.4106,2.1993,2.2343,0.8085,1.0715,0.1136,3.6231,3.9931,0.1214,0.0059,0.0969,0.1442,0.0392,0.0538,0.1214,0.7745,0.1205,3,-0.58489037,8.757978
1142,series2x2_parallel1,parallel,498.8849,0.1667,1.039,2.7893,5.613,1.3645,1.7591,-2.0432,0.1502,2.3329,6.9331,0.1384,0.0049,0.1423,0.2579,0.1126,0.0057,0.1385,0.0956,0.1158,1,-2.584674,8.9625635
3815,series3,series,214.2635,0.1667,0.2446,2.4767,0.6232,1.4572,1.789,2.1504,0.038,3.7633,7.8091,0.2486,0.0271,0.1264,0.576,0.3174,0.0075,0.0967,0.5581,0.0502,2,-2.584674,7.7432423
1141,series2x2_parallel1,parallel,180.4708,0.125,0.4057,0.802,0.6399,1.3366,0.6542,2.3986,0.1608,3.8872,0.0818,0.2293,0.0062,0.2154,0.6037,0.0908,0.0043,0.0941,0.2395,0.1202,1,-3.0,7.4956217
1694,series3,series,206.5791,1.0,1.6007,0.157,4.1034,0.7352,0.5694,-0.337,0.0662,3.5519,1.6123,0.1675,0.0024,0.0929,0.073,0.0472,0.0134,0.1518,0.3423,0.2395,2,0.0,7.6905503
2010,parallel5,parallel,185.7636,2.0,5.8957,1.1892,0.9742,0.7531,1.1283,1.7524,0.1344,2.9621,3.6789,0.227,0.0435,0.0998,0.7747,0.1556,0.0042,0.1174,0.2937,0.0635,0,1.0,7.537324
590,parallel5,parallel,375.9868,0.6667,0.1912,0.4587,1.951,1.4706,5.7706,-0.3196,0.1714,0.3022,4.6802,0.1187,0.0051,0.0555,0.3055,0.0286,0.036,0.2427,0.8617,0.1524,0,-0.58489037,8.554538
3389,series3_parallel2,series,183.2374,0.2,1.7468,0.9493,0.9648,2.4049,1.5336,0.0287,0.042,1.1239,0.7132,0.2376,0.0129,0.1756,0.3449,0.1947,0.0041,0.2323,0.2729,0.0628,3,-2.321928,7.51757
912,series3_parallel2,series,77.2543,0.25,3.6941,1.6096,0.6581,1.378,3.0447,1.1765,0.1623,2.5605,2.109,0.2078,0.0028,0.0472,0.2015,0.0478,0.0377,0.3137,0.5561,0.0917,3,-2.0,6.2715435
921,series2x2_parallel1,parallel,807.6038,0.6667,1.2244,2.4522,3.4771,1.3408,0.7738,2.1539,0.0725,1.8832,5.1854,0.0518,0.0113,0.1214,0.2126,0.043,0.0411,0.1867,0.9075,0.4422,1,-0.58489037,9.657504
4045,parallel5,parallel,110.983,1.5,4.9379,1.7072,2.6775,3.4961,0.6199,0.1144,0.0242,1.0264,5.3574,0.1081,0.0017,0.0385,0.1784,0.0919,0.0187,0.329,0.8509,0.3204,0,0.5849625,6.7941947
2959,parallel5,parallel,78.3462,0.2,3.8058,1.2992,0.3459,3.9885,4.1728,-2.9762,0.1325,2.5502,4.4223,0.2473,0.0015,0.0939,0.1022,0.0489,0.0016,0.0882,0.1753,0.1828,0,-2.321928,6.2917914
3182,series3,series,764.8269,0.3333,1.7319,2.8053,1.1845,2.4604,2.3574,1.9262,0.1233,0.845,4.1343,0.1581,0.0055,0.0907,0.1612,0.0355,0.0351,0.0942,0.5938,0.054,2,-1.5851068,9.578989
3791,parallel5,parallel,72.7798,0.2,2.1619,3.3589,3.2819,1.0966,0.314,2.8147,0.0354,3.8908,2.3985,0.0764,0.0208,0.1658,0.7155,0.1491,0.003,0.0497,0.0789,0.0313,0,-2.321928,6.1854663
147,series2x2_parallel1,parallel,75.4477,0.3333,4.0928,1.1144,2.2492,5.5444,5.9711,1.7683,0.0025,3.9875,7.1239,0.0461,0.0042,0.0449,0.194,0.0211,0.0039,0.1152,0.0458,0.025,1,-1.5851068,6.237405
2660,series3,series,758.4541,3.0,4.878,2.9534,0.9788,0.5476,1.1677,2.744,0.0002,2.7907,6.037,0.1664,0.0037,0.1032,0.1341,0.0877,0.0041,0.2968,0.5825,0.0525,2,1.5849625,9.566918
3780,series2x2_parallel1,parallel,413.9131,0.2,1.1895,2.3441,2.8096,1.7507,2.1019,-2.1818,0.1335,3.6626,2.5003,0.1047,0.0076,0.0986,0.5162,0.1447,0.0451,0.1561,0.7608,0.4142,1,-2.321928,8.693184
3007,series3_parallel2,series,111.4518,0.2,2.8459,0.3898,0.5674,3.21,0.6705,0.064,0.0447,1.4996,3.1005,0.1088,0.0621,0.1188,0.8127,0.2257,0.0039,0.1199,0.2652,0.0822,3,-2.321928,6.8002763
2012,series3_parallel2,series,102.7247,2.0,1.1954,2.8189,1.3678,3.8312,0.8117,-2.8533,0.153,1.5405,1.6219,0.2341,0.0235,0.1253,0.5739,0.1742,0.0087,0.0386,0.2199,0.0398,3,1.0,6.682639
892,parallel5,parallel,91.7789,0.25,3.6273,5.8356,3.1591,3.5431,1.4418,2.4954,0.0785,2.0726,3.8148,0.0162,0.005,0.1649,0.3565,0.1542,0.177,0.0868,0.5415,0.1068,0,-2.0,6.5200906
3608,series3_parallel2,series,141.2414,0.2,1.6908,4.8689,3.4749,1.2235,3.8296,-1.1584,0.0345,2.624,2.6333,0.1773,0.0047,0.1114,0.3491,0.1627,0.0052,0.1094,0.1151,0.0234,3,-2.321928,7.1420193
1383,series3_parallel2,series,470.2708,0.2,2.724,1.2563,2.8203,1.317,1.093,2.4714,0.0849,3.7614,6.881,0.1485,0.0016,0.0613,0.2913,0.0249,0.0211,0.3288,0.7095,0.0773,3,-2.321928,8.877348
1599,series2x2_parallel1,parallel,117.3035,0.2,3.6563,0.5425,3.5809,0.5085,4.62,-0.7131,0.1646,1.6674,6.687,0.0455,0.0045,0.0816,0.1394,0.0466,0.0073,0.0565,0.3759,0.0383,1,-2.321928,6.874102
2862,series3_parallel2,series,77.5871,0.1667,2.8164,4.5179,5.8493,3.8785,3.2602,0.6549,0.1266,2.5361,2.6791,0.0182,0.0051,0.0745,0.2037,0.0338,0.0045,0.1015,0.1096,0.0302,3,-2.584674,6.277745
743,series3,series,147.1575,0.1667,4.7001,1.0737,2.1318,2.8725,4.0943,-1.5867,0.07,1.9476,6.1323,0.1302,0.0135,0.1591,0.5972,0.0406,0.0132,0.1119,0.8312,0.3402,2,-2.584674,7.201217
2359,parallel5,parallel,221.4306,0.25,2.9102,2.662,2.5447,2.6201,5.5119,-2.2819,0.0994,0.0723,7.9043,0.2166,0.0019,0.1579,0.2251,0.0216,0.0111,0.1516,0.6995,0.3384,0,-2.0,7.790711
3431,series3,series,552.7209,2.0,1.0038,1.7495,3.1034,0.8805,0.9422,1.4012,0.0857,2.5966,4.5368,0.067,0.0037,0.0819,0.0937,0.0166,0.0209,0.2713,0.7608,0.1251,2,1.0,9.110407
2158,series3_parallel2,series,100.6186,0.3333,0.6063,2.9415,1.917,1.8519,1.7369,0.0925,0.0469,2.1435,2.8715,0.0382,0.0023,0.0653,0.2395,0.0591,0.0056,0.28,0.6283,0.145,3,-1.5851068,6.6527534
2497,parallel5,parallel,72.3122,0.2,0.2898,1.0911,2.2892,4.9677,0.8792,0.5313,0.0036,1.8961,7.5595,0.1864,0.0751,0.1118,0.7682,0.2645,0.0021,0.1348,0.0714,0.1204,0,-2.321928,6.176167
601,parallel5,parallel,505.7163,0.1667,1.7544,1.0745,2.215,4.7979,2.0097,-1.3153,0.0385,1.9497,3.3802,0.1003,0.0069,0.0561,0.199,0.0293,0.0146,0.1968,0.5963,0.1096,0,-2.584674,8.982184
1503,parallel5,parallel,146.2238,0.125,1.9081,1.8624,1.2116,2.5912,0.4744,-2.6313,0.0222,2.5352,3.0333,0.1508,0.0115,0.2026,0.507,0.0713,0.0026,0.1181,0.3195,0.0394,0,-3.0,7.1920342
235,series2x2_parallel1,parallel,124.328,0.3333,0.6098,2.4911,0.3485,1.182,1.7316,0.4716,0.1747,1.6752,3.0646,0.2322,0.0258,0.1437,0.8399,0.2423,0.0301,0.2238,0.4204,0.3104,1,-1.5851068,6.9580073
1955,series3_parallel2,series,618.0337,0.3333,3.1759,2.4686,4.1673,2.8453,3.5527,-0.3046,0.1428,3.8884,2.6961,0.1296,0.0629,0.0909,0.8744,0.2901,0.0344,0.2788,0.8587,0.1555,3,-1.5851068,9.271542
32,parallel5,parallel,160.9666,1.5,0.3455,2.0943,1.4801,2.7902,0.8914,-1.343,0.1698,1.9559,3.3904,0.0107,0.0018,0.0685,0.1059,0.0184,0.0295,0.0936,0.5119,0.0456,0,0.5849625,7.3306174
1746,series3_parallel2,series,447.7913,0.25,0.5812,0.8112,2.3175,2.0713,1.7414,-0.0505,0.0153,1.2796,1.9255,0.1819,0.0108,0.0739,0.3059,0.085,0.0063,0.1039,0.77,0.2608,3,-2.0,8.806683
2864,series2x2_parallel1,parallel,742.6694,1.0,0.3658,4.9767,0.488,2.813,4.4958,1.948,0.1479,3.3709,0.6072,0.0254,0.0021,0.0355,0.1753,0.0633,0.0039,0.0997,0.3148,0.0758,1,0.0,9.536576
1689,parallel5,parallel,115.6747,0.3333,2.8066,0.2446,0.819,0.3075,4.0201,-1.5651,0.0163,3.694,4.184,0.0113,0.0071,0.0522,0.0653,0.0285,0.004,0.0557,0.307,0.2043,0,-1.5851068,6.8539295
1028,series3_parallel2,series,77.4655,0.125,1.779,5.1915,1.2161,3.3447,4.2928,-1.0542,0.1652,0.891,2.2033,0.2494,0.0103,0.1151,0.6792,0.0469,0.1757,0.2162,0.5622,0.0995,3,-3.0,6.275482
2206,series3_parallel2,series,592.0677,2.0,4.779,2.9482,1.122,4.7393,0.5674,-0.4519,0.1575,2.269,0.168,0.2403,0.0171,0.0914,0.5158,0.0512,0.005,0.0537,0.2692,0.0371,3,1.0,9.209619
677,series2x2_parallel1,parallel,221.3617,1.5,2.1036,3.1847,0.9015,0.3374,1.2813,1.6076,0.0577,2.5223,0.3995,0.2136,0.0531,0.2064,0.862,0.1287,0.012,0.0994,0.0801,0.0404,1,0.5849625,7.7902617
1443,series2x2_parallel1,parallel,260.3257,0.6667,1.6112,2.249,0.8135,1.7113,2.5569,-0.2419,0.1395,1.8161,6.2194,0.2376,0.0017,0.0504,0.1143,0.0383,0.1297,0.0672,0.7449,0.1176,1,-0.58489037,8.024174
1947,series2x2_parallel1,parallel,207.5757,0.5,3.9569,0.2667,0.2186,3.5279,5.9889,1.3062,0.0976,3.9875,2.3601,0.1014,0.0035,0.0564,0.1469,0.0396,0.0043,0.0941,0.0975,0.0672,1,-1.0,7.6974936
2107,series3,series,166.0017,4.0,1.3598,5.3796,3.6054,1.67,0.5841,2.691,0.0462,0.4381,6.413,0.1361,0.0071,0.1191,0.1232,0.065,0.0034,0.0536,0.1128,0.0739,2,2.0,7.3750544
3543,series3_parallel2,series,111.4166,0.25,3.9021,0.3202,0.6582,3.0605,4.1685,-0.591,0.1763,3.1938,7.074,0.0931,0.0028,0.0693,0.1797,0.0362,0.0334,0.0785,0.5283,0.1113,3,-2.0,6.7998204
2781,series2x2_parallel1,parallel,395.6664,0.2,3.9876,1.0906,4.7537,2.1512,0.7954,-1.363,0.0635,2.6489,5.7603,0.1773,0.0163,0.1109,0.7037,0.0648,0.0162,0.1058,0.6092,0.0548,1,-2.321928,8.62814
2944,parallel5,parallel,565.8793,0.25,1.1568,2.8359,5.9779,1.5314,2.3465,0.8709,0.121,1.3375,3.9822,0.0838,0.0102,0.1671,0.3584,0.0744,0.0273,0.1014,0.625,0.2172,0,-2.0,9.14435
3067,series3_parallel2,series,422.0363,0.2,4.1481,3.981,5.9463,2.3144,4.2197,0.1561,0.1132,0.4178,7.246,0.1814,0.0154,0.1726,0.5629,0.0588,0.0029,0.1029,0.0622,0.0896,3,-2.321928,8.721223
634,series3,series,168.4641,0.3333,3.5562,1.4527,1.6,3.6381,5.4719,-2.9858,0.0347,0.9459,6.4495,0.0937,0.0036,0.0411,0.0932,0.0383,0.0095,0.0803,0.3367,0.132,2,-1.5851068,7.3962975
593,series3,series,73.7026,0.125,5.6002,4.375,3.1641,1.618,4.3352,2.4755,0.1584,3.6229,7.7023,0.2074,0.0053,0.0916,0.6446,0.1375,0.005,0.0562,0.4065,0.0227,2,-3.0,6.203644
2830,series3,series,237.0591,0.1667,3.4301,1.474,3.5483,1.5643,1.6817,-2.8599,0.1514,1.0556,1.0725,0.0544,0.0078,0.0996,0.1035,0.0359,0.0033,0.0603,0.3881,0.0308,2,-2.584674,7.889103
2909,parallel5,parallel,75.2213,4.0,1.2029,1.9801,4.0962,1.4167,4.8829,-1.146,0.0004,3.0156,1.2534,0.248,0.0071,0.093,0.6896,0.0793,0.0017,0.1891,0.3181,0.0282,0,2.0,6.2330694
2262,series3_parallel2,series,196.3603,0.125,1.6654,1.3102,2.2781,0.4877,0.9519,2.9435,0.1526,3.4724,6.5613,0.0641,0.0885,0.1489,0.5055,0.1451,0.0699,0.0639,0.9507,0.4546,3,-3.0,7.6173596
3896,series3_parallel2,series,730.4027,3.0,1.6812,3.1418,2.4513,3.9108,1.5539,2.9873,0.0022,1.7255,6.9065,0.1042,0.0072,0.0846,0.206,0.0202,0.0078,0.3204,0.8336,0.342,3,1.5849625,9.512548
2053,series3,series,368.228,0.6667,1.1967,1.1905,0.8097,3.7949,3.5508,-1.987,0.0874,1.6855,0.4399,0.1854,0.0247,0.0833,0.4625,0.116,0.1684,0.0606,0.7076,0.2915,2,-0.58489037,8.524455
1382,series3,series,316.9299,2.0,3.1639,1.5805,4.8373,2.991,1.4867,-1.0992,0.096,0.365,1.2566,0.0933,0.105,0.219,0.5688,0.1842,0.0015,0.0913,0.1818,0.0243,2,1.0,8.30802
943,series3_parallel2,series,566.7814,4.0,3.9861,0.49,5.6691,0.4952,5.0428,-1.861,0.0549,1.4766,1.5579,0.1646,0.0131,0.1134,0.5136,0.1178,0.0962,0.1602,0.7673,0.1936,3,2.0,9.146648
2787,series2x2_parallel1,parallel,444.2528,0.1667,1.5013,0.6244,1.5866,4.4579,1.7069,0.684,0.1575,3.8164,6.6806,0.1364,0.0612,0.0648,0.6201,0.1966,0.0311,0.1491,0.6688,0.5155,1,-2.584674,8.795238
3602,series3,series,257.1635,0.2,0.7507,1.6568,3.1062,4.271,3.7877,1.9305,0.0013,2.4036,1.8346,0.1543,0.0032,0.0514,0.1018,0.0651,0.0079,0.187,0.7074,0.162,2,-2.321928,8.006542
1962,series3_parallel2,series,162.8636,4.0,1.2654,0.606,0.1995,0.8989,4.0331,-2.3618,0.0545,1.8268,2.9455,0.0531,0.0061,0.0685,0.2029,0.0999,0.0083,0.0556,0.1907,0.1125,3,2.0,7.3475204
3687,parallel5,parallel,154.4059,0.3333,1.8173,1.4568,3.5024,1.9854,1.863,0.5223,0.1372,0.881,4.981,0.0198,0.0028,0.0697,0.1515,0.0412,0.0141,0.1059,0.4017,0.1391,0,-1.5851068,7.270584
1347,series3,series,232.8122,1.5,4.3998,2.8849,4.0131,0.7346,3.721,2.3376,0.1724,2.4269,3.2248,0.0384,0.0057,0.0483,0.1897,0.0933,0.0143,0.1164,0.5615,0.1235,2,0.5849625,7.863023
1651,parallel5,parallel,96.5341,0.1667,5.3173,2.881,0.5492,1.3157,1.649,2.4694,0.1656,1.7746,3.4737,0.1647,0.006,0.0421,0.2995,0.0607,0.0241,0.2623,0.5117,0.0463,0,-2.584674,6.592967
2968,series2x2_parallel1,parallel,331.3949,4.0,4.0746,2.9245,0.4176,2.9109,1.2188,1.6886,0.0321,3.7674,2.6036,0.1448,0.0072,0.0322,0.2139,0.0814,0.0802,0.217,0.9013,0.4416,1,2.0,8.372408
554,series3_parallel2,series,462.5408,0.2,1.4504,0.1699,0.8383,1.3659,2.6969,0.7221,0.0521,3.0654,4.1667,0.2001,0.0025,0.0253,0.2154,0.016,0.0284,0.0832,0.5612,0.1023,3,-2.321928,8.853436
1301,parallel5,parallel,108.6308,0.2,3.8017,4.9577,2.8816,0.7363,3.9409,-0.9348,0.0478,0.7829,0.9336,0.1675,0.0266,0.178,0.6386,0.3164,0.0362,0.1182,0.6904,0.0778,0,-2.321928,6.7632895
60,series2x2_parallel1,parallel,126.6581,0.1667,1.1207,1.3343,0.6443,2.2686,0.4418,1.8012,0.0689,3.9256,7.262,0.2423,0.0069,0.0529,0.0996,0.0166,0.1533,0.1865,0.6507,0.1901,1,-2.584674,6.9847956
1404,series3_parallel2,series,398.5811,1.5,2.0132,5.1405,3.0934,4.7389,0.366,-0.3032,0.0576,0.7957,6.8823,0.2223,0.0018,0.0262,0.1723,0.0227,0.0022,0.0788,0.474,0.0237,3,0.5849625,8.638729
2786,series3,series,98.9827,0.25,5.8803,4.9788,3.2031,5.5818,3.1021,0.0383,0.0355,0.5413,2.6611,0.0677,0.0018,0.0916,0.1846,0.0622,0.0106,0.116,0.1075,0.0524,2,-2.0,6.6291046
2376,parallel5,parallel,198.4954,3.0,1.3192,2.5233,2.8122,1.445,2.066,2.4581,0.0114,2.4282,1.995,0.1394,0.0031,0.0404,0.1372,0.039,0.0016,0.2164,0.1106,0.137,0,1.5849625,7.6329618
968,series2x2_parallel1,parallel,79.7785,1.0,3.0781,2.152,0.831,1.6879,3.6258,2.5787,0.1063,1.6792,5.7608,0.1523,0.0027,0.0272,0.0587,0.0299,0.0063,0.0852,0.3347,0.2153,1,0.0,6.3179283
1201,series3,series,168.5604,0.3333,0.6793,4.5899,0.1781,0.7406,5.2627,-2.6465,0.168,0.8467,2.5876,0.2257,0.0023,0.0764,0.1543,0.026,0.0311,0.1031,0.7277,0.1781,2,-1.5851068,7.397122
